OBJECTID,FEATURETYPE,DESCRIPTON,CLASS,FACILITY_NAME,FACILITY_OPERATIONALSTATUS,FACILITY_ADDRESS,ABS_SUBURB,FACILITY_STATE,ABS_POSTCODE,FACILITY_ATTRIBUTE_SOURCE,FACILITY_ATTRIBUTE_DATE,FACILITY_SOURCE,FACILITY_DATE,FACILITY_SPATIAL_CONFIDENCE,FACILITY_REVISED,COMMENT,FACILITY_LAT,FACILITY_LONG,VALIDATED,GNAF_BUILDING_NAME,GNAF_ADDRESS_DETAIL_PID,GNAF_FORMATTED_ADDRESS,GNAF_CONFIDENCE,GNAF_POSTCODE,GNAF_SUBURB,DISTANCE_TO_GNAF,GNAF_LAT,GNAF_LONG
2891,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,COOLAH,OPERATIONAL,33 BOOYAMURRA STREET,COOLAH,NEW SOUTH WALES,2843,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-31.825244999,149.717217,,,GANSW704472456,33 BOOYAMURRA STREET,2,2843,COOLAH,10,-31.82515461,149.71723232
2892,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COOLAH POLICE STATION,OPERATIONAL,16 BINNIA STREET,COOLAH,NEW SOUTH WALES,2843,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-31.822839,149.722103,,,GANSW704462052,16 BINNIA STREET,2,2843,COOLAH,26,-31.82306449,149.72218164
2893,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,COOLAH,OPERATIONAL,111 MARTIN STREET,COOLAH,NEW SOUTH WALES,2843,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-31.821167,149.709759,,NURSES QTRS DISTRICT HOSP,GANSW708931889,111 MARTIN STREET,0,2843,COOLAH,47,-31.82153595,149.70999185
2894,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,COOLAMON,OPERATIONAL,67 BRUCE STREET,COOLAMON,NEW SOUTH WALES,2701,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-34.813254156,147.20292214,,,GANSW718555726,71 BRUCE STREET,2,2701,COOLAMON,31,-34.81297712,147.20288729
2895,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,COOLAMON,OPERATIONAL,62 DEVLIN STREET,COOLAMON,NEW SOUTH WALES,2701,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-34.821949,147.199766,,,GANSW718599055,62 DEVLIN STREET,0,2701,COOLAMON,0,-34.82194916,147.19976634
2896,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COOLATAI,OPERATIONAL,,COOLATAI,NEW SOUTH WALES,2402,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-29.25199902,150.75207845,,,GANSW718108201,8 WALLANGRA ROAD,1,2402,COOLATAI,7,-29.2519895,150.75214413
2897,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COOLONGOLOOK,OPERATIONAL,,COOLONGOLOOK,NEW SOUTH WALES,2423,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-32.217420244,152.32464195,,,GANSW716960727,17 MIDGE STREET,0,2423,COOLONGOLOOK,49,-32.21784501,152.32450625
2898,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,COOMA,OPERATIONAL,84 MASSIE STREET,COOMA,NEW SOUTH WALES,2630,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-36.235359,149.12274,,,GANSW704472564,84 MASSIE STREET,0,2630,COOMA,8,-36.23542862,149.12277215
2899,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,COOMA,OPERATIONAL,93 BOMBALA STREET,COOMA,NEW SOUTH WALES,2630,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-36.241641,149.131556,,,GANSW718186953,93 BOMBALA STREET,0,2630,COOMA,93,-36.24134217,149.13059009
2900,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COOMA POLICE STATION,OPERATIONAL,87 MASSIE STREET,COOMA,NEW SOUTH WALES,2630,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-36.234447,149.122454,,,GANSW712728984,22 SOHO STREET,2,2630,COOMA,19,-36.23435496,149.12227792
2901,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COOMBA PARK,OPERATIONAL,,COOMBA PARK,NEW SOUTH WALES,2428,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-32.240398403,152.46990391,,,GANSW707475482,86 MOOROOBA ROAD,1,2428,COOMBA PARK,32,-32.24063154,152.47010688
2902,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,COONABARABRAN,OPERATIONAL,64 CASSILIS STREET,COONABARABRAN,NEW SOUTH WALES,2357,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-31.275336,149.279004,,,GANSW704482784,64 CASSILIS STREET,2,2357,COONABARABRAN,6,-31.27538305,149.27902809
2903,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,TIMOR- WARRUMBUNGLE,OPERATIONAL,,COONABARABRAN,NEW SOUTH WALES,2357,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-31.273314648,149.21998816,,,GANSW719033932,558 TIMOR ROAD,1,2357,COONABARABRAN,7,-31.27325208,149.21999239
2904,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COONA FRINGE,OPERATIONAL,,COONABARABRAN,NEW SOUTH WALES,2357,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-31.271211693,149.28041984,,,GANSW720149360,26-30 ESSEX STREET,1,2357,COONABARABRAN,26,-31.27140753,149.28027157
2905,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,COONABARABRAN,OPERATIONAL,98 CASSILIS STREET,COONABARABRAN,NEW SOUTH WALES,2357,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-31.274323,149.283052,,,GANSW704485437,98 CASSILIS STREET,1,2357,COONABARABRAN,261,-31.27471069,149.28035407
2906,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COONABARABRAN POLICE STATION,OPERATIONAL,58 DALGARNO STREET,COONABARABRAN,NEW SOUTH WALES,2357,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-31.273605,149.277844,,,GANSW712107681,58 DALGARNO STREET,1,2357,COONABARABRAN,12,-31.27356805,149.27795833
2907,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COONAMBLE POLICE STATION,OPERATIONAL,25 ABERFORD STREET,COONAMBLE,NEW SOUTH WALES,2829,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-30.954689,148.389275,,,GANSW708938475,25 ABERFORD STREET,1,2829,COONAMBLE,12,-30.95478921,148.38923901
2908,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COONAMBLE HQ,OPERATIONAL,,COONAMBLE,NEW SOUTH WALES,2829,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-30.94671017,148.37403533,,,GANSW717325083,1 BUCKLEY DRIVE,1,2829,COONAMBLE,20,-30.94668884,148.37424531
2909,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,COONAMBLE,OPERATIONAL,95 CASTLEREAGH HIGHWAY,COONAMBLE,NEW SOUTH WALES,2829,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-30.955836,148.389271,,,GANSW713113820,95 CASTLEREAGH HIGHWAY,0,2829,COONAMBLE,2125,-30.94151916,148.37448787
2910,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,COONAMBLE,OPERATIONAL,129 CASTLEREAGH HIGHWAY,COONAMBLE,NEW SOUTH WALES,2829,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-30.965883,148.387916,,,GANSW713067190,129 CASTLEREAGH HIGHWAY,0,2829,COONAMBLE,462,-30.96245985,148.39066823
2911,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,NORTH WEST SUPPORT,OPERATIONAL,,COONAMBLE,NEW SOUTH WALES,2829,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-30.946622605,148.37435132,,,GANSW717325083,1 BUCKLEY DRIVE,1,2829,COONAMBLE,13,-30.94668884,148.37424531
2912,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,COONAMBLE,OPERATIONAL,,COONAMBLE,NEW SOUTH WALES,2829,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,,-30.953016667,148.3783,,,GANSW708939585,93 ABERFORD STREET,1,2829,COONAMBLE,20,-30.95319536,148.37826782
2913,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COOPERNOOK POLICE STATION,OPERATIONAL,HENRY STREET & MACQUARIE STREET,COOPERNOOK,NEW SOUTH WALES,2426,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-31.825007,152.613067,,,GANSW708939199,14 MACQUARIE STREET,2,2426,COOPERNOOK,11,-31.82510327,152.61311022
2914,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COOPERNOOK,OPERATIONAL,,COOPERNOOK,NEW SOUTH WALES,2426,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-31.825707907,152.61415108,,,GANSW717080072,19 GEORGE GIBSON DRIVE,0,2426,COOPERNOOK,66,-31.82532426,152.61362382
2915,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,COORANBONG,OPERATIONAL,,COORANBONG,NEW SOUTH WALES,2265,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,,-33.07902,151.44741,,,GANSW704477342,513 FREEMANS DRIVE,0,2265,COORANBONG,13,-33.07904354,151.44754165
2916,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COORANBONG,OPERATIONAL,,COORANBONG,NEW SOUTH WALES,2265,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-33.079094486,151.44754106,,,GANSW704477342,513 FREEMANS DRIVE,0,2265,COORANBONG,6,-33.07904354,151.44754165
2917,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,COOTAMUNDRA,OPERATIONAL,81 PARKER STREET,COOTAMUNDRA,NEW SOUTH WALES,2590,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-34.634632,148.02848,,,GANSW718533680,81 PARKER STREET,0,2590,COOTAMUNDRA,7,-34.63459253,148.0284255
2918,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COOTAMUNDRA HQ,OPERATIONAL,,COOTAMUNDRA,NEW SOUTH WALES,2590,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-34.654515591,148.02684939,,,GANSW718526151,1 BARRETT STREET,0,2590,COOTAMUNDRA,16,-34.65457305,148.02668833
2919,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COOTAMUNDRA POLICE STATION,OPERATIONAL,101 COOPER STREET,COOTAMUNDRA,NEW SOUTH WALES,2590,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-34.640223,148.024099,,,GANSW713153207,101 COOPER STREET,0,2590,COOTAMUNDRA,12,-34.64021201,148.02396646
2920,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,COOTAMUNDRA,OPERATIONAL,,COOTAMUNDRA,NEW SOUTH WALES,2590,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,,-34.65387,148.02708,,,GANSW719169013,22 FULLER DRIVE,0,2590,COOTAMUNDRA,36,-34.65380618,148.02669646
2921,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,COOTAMUNDRA,OPERATIONAL,22 ADAM STREET,COOTAMUNDRA,NEW SOUTH WALES,2590,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-34.635945,148.028061,,,GANSW717689006,14-16 ADAMS STREET,0,2590,COOTAMUNDRA,5,-34.6359643,148.02801354
2922,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COONEYS CREEK,OPERATIONAL,,COOTAMUNDRA,NEW SOUTH WALES,2590,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-34.749538133,148.20383127,,,GANSW704483005,1671 ROSEHILL ROAD,1,2590,COOTAMUNDRA,149,-34.75066119,148.2047307
2923,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COOTAMUNDRA HQ (FORSYTH),OPERATIONAL,,COOTAMUNDRA,NEW SOUTH WALES,2590,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-34.575553768,148.03439331,,GLENARCHY,GANSW704479099,620 BERTHONG ROAD,2,2590,COOTAMUNDRA,272,-34.57330895,148.033197
2924,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COOYAL,OPERATIONAL,,COOYAL,NEW SOUTH WALES,2850,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-32.452103407,149.75403081,,,GANSW717971141,1357 WOLLAR ROAD,1,2850,COOYAL,21,-32.45197775,149.75419374
2925,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COPACABANA,OPERATIONAL,,COPACABANA,NEW SOUTH WALES,2251,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-33.489964922,151.43197356,,,GANSW704483801,202 DEL MONTE PLACE,1,2251,COPACABANA,28,-33.48990389,151.43168043
2926,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COPMANHURST POLICE STATION,OPERATIONAL,PRESCOTT STREET,COPMANHURST,NEW SOUTH WALES,2460,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-29.584739,152.77673,,,GANSW704487495,12 PRESCOTT STREET,2,2460,COPMANHURST,32,-29.58491892,152.77698349
2927,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COPMANHURST,OPERATIONAL,,COPMANHURST,NEW SOUTH WALES,2460,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-29.583678296,152.77567361,,,GANSW716740510,15 PRESCOTT STREET,1,2460,COPMANHURST,9,-29.58362627,152.77574651
2928,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,CORAKI,OPERATIONAL,,CORAKI,NEW SOUTH WALES,2471,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,,-28.991141828,153.28615339,,,GANSW716726406,16-18 ADAMS STREET,1,2471,CORAKI,21,-28.99102868,153.28598576
2929,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,CORAKI,OPERATIONAL,14 ADAMS STREET,CORAKI,NEW SOUTH WALES,2471,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-28.991058,153.286337,,,GANSW704477391,14 ADAMS STREET,1,2471,CORAKI,20,-28.99089389,153.28624665
2930,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CORAKI POLICE STATION,OPERATIONAL,127 RICHMOND TERRACE,CORAKI,NEW SOUTH WALES,2471,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-28.983955,153.28639,,,GANSW712264859,127 RICHMOND TERRACE,0,2471,CORAKI,11,-28.98393384,153.28628534
2931,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CORAMBA POLICE STATION,OPERATIONAL,71-73 GALE STREET & MAIN ROAD,CORAMBA,NEW SOUTH WALES,2450,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-30.219957,153.011921,,,GANSW704480072,71-73 GALE STREET,1,2450,CORAMBA,19,-30.21987483,153.01209145
2932,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,CORAMBA,OPERATIONAL,,CORAMBA,NEW SOUTH WALES,2450,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-30.223574049,153.01861694,,,GANSW718437081,1511 CORAMBA ROAD,0,2450,CORAMBA,55,-30.22404214,153.0188076
2933,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,CORINDI,OPERATIONAL,,CORINDI BEACH,NEW SOUTH WALES,2456,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,,-30.02317,153.19433,,,GANSW704484991,27 CORAL STREET,2,2456,CORINDI BEACH,7,-30.0231926,153.19439213
2934,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,CORINDI / RED ROCK,OPERATIONAL,,CORINDI BEACH,NEW SOUTH WALES,2456,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-30.023720993,153.19437223,,,GANSW717096457,31 CORAL STREET,1,2456,CORINDI BEACH,21,-30.02367673,153.19457842
2935,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,LAKE,OPERATIONAL,,CORINELLA,NEW SOUTH WALES,2871,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-33.576932087,147.61149026,,,GANSW719027871,6093,0,2871,CORINELLA,327,-33.57797774,147.61478097
2936,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,TOMAREE,OPERATIONAL,,CORLETTE,NEW SOUTH WALES,2315,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,,-32.71892,152.10918,,,GANSW715406412,3 THE PENINSULA ,2,2315,CORLETTE,24,-32.71913024,152.10912234
2937,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,COROWA,OPERATIONAL,185 SANGER STREET,COROWA,NEW SOUTH WALES,2646,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-35.995998,146.391512,,,GANSW704492972,185 SANGER STREET,1,2646,COROWA,11,-35.99600266,146.39163659
2938,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,COROWA,OPERATIONAL,,COROWA,NEW SOUTH WALES,2646,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,,-36.00241,146.38435,,,GANSW720021714,UNIT 3 1 EDWARD STREET,0,2646,COROWA,16,-36.00238175,146.38417688
2939,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,COROWA,OPERATIONAL,57 RIESLING STREET,COROWA,NEW SOUTH WALES,2646,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-35.996399,146.392319,,,GANSW704491802,57 RIESLING STREET,2,2646,COROWA,11,-35.99639743,146.39220037
2940,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COROWA POLICE STATION,OPERATIONAL,15 QUEEN STREET,COROWA,NEW SOUTH WALES,2646,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-35.998636,146.389807,,,GANSW717483007,17 QUEEN STREET,0,2646,COROWA,9,-35.99868854,146.38972904
2941,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CORRIMAL POLICE STATION,OPERATIONAL,414-416 PRINCES HIGHWAY,CORRIMAL,NEW SOUTH WALES,2518,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-34.380938,150.896506,,,GANSW706449967,412-416 PRINCES HIGHWAY,1,2518,CORRIMAL,19,-34.38096533,150.89671096
2942,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,CORRIMAL,OPERATIONAL,120 PRINCES HIGHWAY,CORRIMAL,NEW SOUTH WALES,2518,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-34.368607,150.898126,,,GANSW704492655,120 PRINCES HIGHWAY,2,2518,CORRIMAL,8,-34.36862565,150.89820988
2943,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,NYMBOIDA,OPERATIONAL,,COUTTS CROSSING,NEW SOUTH WALES,2460,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,,-29.83591,152.89042,,,GANSW719812238,35 MOE MCINTOSH WAY,0,2460,COUTTS CROSSING,23,-29.8358947,152.89065817
2944,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COUTTS CROSSING,OPERATIONAL,,COUTTS CROSSING,NEW SOUTH WALES,2460,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-29.835852723,152.89067819,,,GANSW719812238,35 MOE MCINTOSH WAY,0,2460,COUTTS CROSSING,5,-29.8358947,152.89065817
2945,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MUOGAMARRA,OPERATIONAL,,COWAN,NEW SOUTH WALES,2081,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-33.599155715,151.16446919,,,GANSW718729725,1067 PACIFIC HIGHWAY,0,2081,COWAN,15,-33.59905684,151.16436565
2946,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COWAN,OPERATIONAL,,COWAN,NEW SOUTH WALES,2081,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-33.587833599,151.16735084,,,GANSW718138086,21 VIEW STREET,0,2081,COWAN,106,-33.58688469,151.16719676
2947,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COWRA POLICE STATION,OPERATIONAL,86-88 BRISBANE STREET,COWRA,NEW SOUTH WALES,2794,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-33.834015,148.691029,,,GANSW712995501,86 BRISBANE STREET,2,2794,COWRA,18,-33.83386239,148.69097502
2948,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,COWRA,OPERATIONAL,,COWRA,NEW SOUTH WALES,2794,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,,-33.84634,148.65288,,,GANSW704491977,130 AIRPORT ROAD,1,2794,COWRA,40,-33.84647694,148.65247565
2949,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,COWRA,OPERATIONAL,120-122 KENDALL STREET,COWRA,NEW SOUTH WALES,2794,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-33.834872,148.694255,,,GANSW708943603,120-122 KENDAL STREET,0,2794,COWRA,14,-33.83475082,148.69427184
2950,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,COWRA,OPERATIONAL,2 SHELLEY STREET,COWRA,NEW SOUTH WALES,2794,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-33.835379,148.67808,,,GANSW704492459,2 SHELLEY STREET,1,2794,COWRA,7,-33.83544287,148.67808545
2951,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KANGAROO FLAT,OPERATIONAL,,COWRA,NEW SOUTH WALES,2794,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-33.827355775,148.73689997,,,GANSW719474973,327 CAMP ROAD,2,2794,COWRA,48,-33.82700834,148.7366005
